GISJOIN,STATEFP,COUNTYFP,TRACTCE,pov_fam_5_17,nonpov_fam_5_17,tot_fam_5_17,Percent_Pov_Fam5_17
G1200110050502,12,11,50502,91,316,407,0.22358723
G1200110050601,12,11,50601,51,115,166,0.30722892
G1200110050602,12,11,50602,122,78,200,0.61000001
G1200110050701,12,11,50701,140,163,303,0.46204621
G1200110050702,12,11,50702,165,338,503,0.32803181
G1200110050800,12,11,50800,201,291,492,0.40853658
G1200110050900,12,11,50900,32,274,306,0.10457516
G1200110051001,12,11,51001,0,130,130,0
G1200110051002,12,11,51002,6,57,63,0.095238097
G1200110060105,12,11,60105,174,546,720,0.24166666
G1200110060107,12,11,60107,22,206,228,0.096491225
G1200110060109,12,11,60109,0,182,182,0
G1200110060111,12,11,60111,51,689,740,0.068918921
G1200110060112,12,11,60112,31,239,270,0.11481482
G1200110060113,12,11,60113,157,585,742,0.21159029
G1200110060114,12,11,60114,98,589,687,0.1426492
G1200110060115,12,11,60115,20,716,736,0.027173912
G1200110060116,12,11,60116,74,829,903,0.081949055
G1200110060117,12,11,60117,209,743,952,0.21953781
G1200110060118,12,11,60118,26,516,542,0.047970481
G1200110060119,12,11,60119,12,394,406,0.029556651
G1200110060120,12,11,60120,34,656,690,0.049275361
G1200110060121,12,11,60121,14,595,609,0.022988506
G1200110060122,12,11,60122,108,391,499,0.21643287
G1200110060123,12,11,60123,60,227,287,0.20905924
G1200110060124,12,11,60124,98,277,375,0.26133335
G1200110060125,12,11,60125,55,239,294,0.18707483
G1200110060126,12,11,60126,90,467,557,0.16157989
G1200110060127,12,11,60127,149,110,259,0.57528955
G1200110060128,12,11,60128,139,541,680,0.20441176
G1200110060203,12,11,60203,210,353,563,0.37300178
G1200110060206,12,11,60206,88,209,297,0.2962963
G1200110060207,12,11,60207,24,136,160,0.15000001
G1200110060208,12,11,60208,134,437,571,0.234676
G1200110060209,12,11,60209,44,217,261,0.16858238
G1200110060210,12,11,60210,33,294,327,0.10091743
G1200110060211,12,11,60211,0,83,83,0
G1200110060212,12,11,60212,0,265,265,0
G1200110060213,12,11,60213,0,93,93,0
G1200110060302,12,11,60302,315,325,640,0.4921875
G1200110060303,12,11,60303,100,555,655,0.15267175
G1200110060304,12,11,60304,171,204,375,0.456
G1200110060305,12,11,60305,99,179,278,0.3561151
G1200110060306,12,11,60306,30,31,61,0.49180329
G1200110060401,12,11,60401,87,302,389,0.22365038
G1200110060402,12,11,60402,107,630,737,0.14518318
G1200110060403,12,11,60403,13,283,296,0.043918919
G1200110060501,12,11,60501,259,479,738,0.35094851
G1200110060503,12,11,60503,28,458,486,0.057613168
G1200110060504,12,11,60504,22,344,366,0.060109291
G1200110060505,12,11,60505,0,161,161,0
G1200110060603,12,11,60603,0,453,453,0
G1200110060605,12,11,60605,23,303,326,0.070552148
G1200110060606,12,11,60606,24,420,444,0.054054055
G1200110060607,12,11,60607,18,250,268,0.067164183
G1200110060608,12,11,60608,74,462,536,0.13805971
G1200110060609,12,11,60609,60,230,290,0.20689656
G1200110060700,12,11,60700,11,250,261,0.042145595
G1200110060801,12,11,60801,23,215,238,0.096638657
G1200110060802,12,11,60802,195,475,670,0.29104477
G1200110060900,12,11,60900,23,423,446,0.051569507
G1200110061001,12,11,61001,13,547,560,0.023214286
G1200110061002,12,11,61002,55,755,810,0.067901231
G1200110061100,12,11,61100,128,561,689,0.18577649
G1200110070101,12,11,70101,176,557,733,0.24010915
G1200110070102,12,11,70102,0,148,148,0
G1200110070204,12,11,70204,61,143,204,0.2990196
G1200110070205,12,11,70205,67,554,621,0.1078905
G1200110070207,12,11,70207,45,326,371,0.1212938
G1200110070208,12,11,70208,167,1076,1243,0.13435237
G1200110070209,12,11,70209,0,632,632,0
G1200110070210,12,11,70210,36,230,266,0.13533835
G1200110070211,12,11,70211,0,553,553,0
G1200110070304,12,11,70304,32,875,907,0.035281148
G1200110070305,12,11,70305,41,763,804,0.050995026
G1200110070306,12,11,70306,42,906,948,0.044303797
G1200110070310,12,11,70310,38,277,315,0.12063492
G1200110070311,12,11,70311,104,795,899,0.11568409
G1200110070312,12,11,70312,45,939,984,0.045731708
G1200110070313,12,11,70313,49,1525,1574,0.031130876
G1200110070314,12,11,70314,37,447,484,0.07644628
G1200110070315,12,11,70315,5,663,668,0.00748503
G1200110070316,12,11,70316,38,546,584,0.065068491
G1200110070317,12,11,70317,210,2434,2644,0.079425111
G1200110070318,12,11,70318,13,877,890,0.014606741
G1200110070319,12,11,70319,39,694,733,0.053206004
G1200110070320,12,11,70320,92,1081,1173,0.078431375
G1200110070321,12,11,70321,35,146,181,0.19337016
G1200110070322,12,11,70322,30,718,748,0.040106952
G1200110070401,12,11,70401,49,692,741,0.066126853
G1200110070402,12,11,70402,27,431,458,0.058951966
G1200110070403,12,11,70403,85,605,690,0.12318841
G1200110070404,12,11,70404,28,328,356,0.078651689
G1200110070405,12,11,70405,0,652,652,0
G1200110070501,12,11,70501,4,647,651,0.006144393
G1200110070502,12,11,70502,198,1053,1251,0.15827338
G1200110070601,12,11,70601,75,400,475,0.15789473
G1200110070602,12,11,70602,70,357,427,0.16393442
G1200110080101,12,11,80101,0,167,167,0
G1200110080102,12,11,80102,205,214,419,0.48926014
G1200110080103,12,11,80103,0,53,53,0
G1200110080200,12,11,80200,0,79,79,0
G1200110080402,12,11,80402,24,112,136,0.17647059
G1200110080403,12,11,80403,183,495,678,0.2699115
G1200110080405,12,11,80405,40,167,207,0.19323671
G1200110080406,12,11,80406,41,447,488,0.08401639
G1200110080500,12,11,80500,581,399,980,0.59285712
G1200110090101,12,11,90101,0,214,214,0
G1200110090102,12,11,90102,0,0,0,
G1200110090200,12,11,90200,33,324,357,0.092436977
G1200110090301,12,11,90301,43,54,97,0.44329897
G1200110090302,12,11,90302,158,472,630,0.25079367
G1200110090401,12,11,90401,51,270,321,0.15887851
G1200110090403,12,11,90403,51,230,281,0.18149467
G1200110090404,12,11,90404,163,384,547,0.29798904
G1200110090502,12,11,90502,81,541,622,0.13022508
G1200110090503,12,11,90503,47,211,258,0.18217054
G1200110090504,12,11,90504,43,161,204,0.21078432
G1200110090601,12,11,90601,38,238,276,0.13768116
G1200110090602,12,11,90602,73,320,393,0.18575063
G1200110090700,12,11,90700,160,806,966,0.16563147
G1200110090801,12,11,90801,54,365,419,0.12887828
G1200110090802,12,11,90802,83,316,399,0.20802005
G1200110090900,12,11,90900,5,526,531,0.009416196
G1200110091000,12,11,91000,0,382,382,0
G1200110091100,12,11,91100,351,385,736,0.47690219
G1200110091201,12,11,91201,158,309,467,0.33832976
G1200110091202,12,11,91202,53,371,424,0.125
G1200110091300,12,11,91300,32,316,348,0.091954023
G1200110091400,12,11,91400,85,521,606,0.14026402
G1200110091500,12,11,91500,116,466,582,0.19931272
G1200110091600,12,11,91600,0,325,325,0
G1200110091701,12,11,91701,92,218,310,0.29677418
G1200110091702,12,11,91702,150,158,308,0.48701298
G1200110091801,12,11,91801,154,386,540,0.28518519
G1200110091802,12,11,91802,168,286,454,0.37004405
G1200110091901,12,11,91901,63,278,341,0.18475074
G1200110091902,12,11,91902,129,375,504,0.25595239
G1200110092000,12,11,92000,11,386,397,0.027707808
G1200110100101,12,11,100101,122,256,378,0.32275131
G1200110100103,12,11,100103,84,170,254,0.33070865
G1200110100104,12,11,100104,51,28,79,0.64556962
G1200110100105,12,11,100105,0,73,73,0
G1200110100201,12,11,100201,32,58,90,0.35555556
G1200110100202,12,11,100202,199,186,385,0.51688313
G1200110100300,12,11,100300,263,327,590,0.44576272
G1200110100400,12,11,100400,160,341,501,0.31936127
G1200110100501,12,11,100501,0,45,45,0
G1200110100502,12,11,100502,266,100,366,0.72677594
G1200110100600,12,11,100600,111,383,494,0.22469635
G1200110100700,12,11,100700,229,342,571,0.40105078
G1200110100801,12,11,100801,118,263,381,0.30971128
G1200110100802,12,11,100802,166,822,988,0.1680162
G1200110110100,12,11,110100,158,473,631,0.25039619
G1200110110301,12,11,110301,0,912,912,0
G1200110110302,12,11,110302,110,930,1040,0.10576923
G1200110110303,12,11,110303,23,451,474,0.048523206
G1200110110307,12,11,110307,0,340,340,0
